id,activity,timestamp,ot:Container,ot:Customer Order,ot:Forklift,ot:Handling Unit,ot:Transport Document,ot:Truck,ot:Vehicle
load_truck_hu4244,Load Truck,2023-11-20T07:34:03+00:00,cr801#CR laded,,,hu4244#HU loaded,,tr6#TR laded,
load_truck_hu4241,Load Truck,2023-11-20T07:39:20+00:00,cr801#CR laded,,,hu4241#HU loaded,,tr6#TR laded,
collect_hu4236,Collect Goods,2023-11-20T08:01:05+00:00,,,,hu4236#HU collected,,,
load_truck_hu4240,Load Truck,2023-11-20T08:01:05+00:00,cr801#CR laded,,,hu4240#HU loaded,,tr6#TR laded,
collect_hu4253,Collect Goods,2023-11-20T08:06:13+00:00,,,,hu4253#HU collected,,,
load_truck_hu4236,Load Truck,2023-11-20T08:06:13+00:00,cr788#CR laded,,,hu4236#HU loaded,,tr2#TR laded,
collect_hu4233,Collect Goods,2023-11-20T08:13:11+00:00,,,,hu4233#HU collected,,,
load_truck_hu4253,Load Truck,2023-11-20T08:13:11+00:00,cr798#CR laded,,,hu4253#HU loaded,,tr1#TR laded,
collect_hu4243,Collect Goods,2023-11-20T08:17:26+00:00,,,,hu4243#HU collected,,,
load_truck_hu4233,Load Truck,2023-11-20T08:17:26+00:00,cr788#CR laded,,,hu4233#HU loaded,,tr2#TR laded,
book_vehs_td238,Book Vehicles,2023-11-20T08:20:02+00:00,,,,,td238#VHs booked for TD,,vh52#booked VHs/vh55#booked VHs
collect_hu4242,Collect Goods,2023-11-20T08:21:44+00:00,,,,hu4242#HU collected,,,
load_truck_hu4243,Load Truck,2023-11-20T08:21:44+00:00,cr801#CR laded,,,hu4243#HU loaded,,tr6#TR laded,
collect_hu4260,Collect Goods,2023-11-20T08:25:15+00:00,,,,hu4260#HU collected,,,
load_truck_hu4242,Load Truck,2023-11-20T08:26:35+00:00,cr801#CR laded,,,hu4242#HU loaded,,tr6#TR laded,
collect_hu4235,Collect Goods,2023-11-20T08:26:42+00:00,,,,hu4235#HU collected,,,
load_truck_hu4260,Load Truck,2023-11-20T08:26:42+00:00,cr787#CR laded,,,hu4260#HU loaded,,tr5#TR laded,
collect_hu4250,Collect Goods,2023-11-20T08:33:54+00:00,,,,hu4250#HU collected,,,
load_truck_hu4235,Load Truck,2023-11-20T08:33:54+00:00,cr788#CR laded,,,hu4235#HU loaded,,tr2#TR laded,
collect_hu4251,Collect Goods,2023-11-20T08:35:39+00:00,,,,hu4251#HU collected,,,
load_truck_hu4250,Load Truck,2023-11-20T08:35:39+00:00,cr794#CR laded,,,hu4250#HU loaded,,tr4#TR laded,
collect_hu4248,Collect Goods,2023-11-20T08:37:34+00:00,,,,hu4248#HU collected,,,
load_truck_hu4251,Load Truck,2023-11-20T08:37:34+00:00,cr798#CR laded,,,hu4251#HU loaded,,tr1#TR laded,
order_crs_td238,Order Empty Containers,2023-11-20T08:42:44+00:00,cr832#CRs ordered/cr833#CRs ordered/cr834#CRs ordered/cr835#CRs ordered,,,,td238#ordered for TD,,
collect_hu4246,Collect Goods,2023-11-20T08:43:13+00:00,,,,hu4246#HU collected,,,
load_truck_hu4248,Load Truck,2023-11-20T08:43:13+00:00,cr794#CR laded,,,hu4248#HU loaded,,tr4#TR laded,
collect_hu4247,Collect Goods,2023-11-20T08:47:09+00:00,,,,hu4247#HU collected,,,
load_truck_hu4246,Load Truck,2023-11-20T08:47:09+00:00,cr794#CR laded,,,hu4246#HU loaded,,tr4#TR laded,
collect_hu4234,Collect Goods,2023-11-20T08:48:04+00:00,,,,hu4234#HU collected,,,
load_truck_hu4247,Load Truck,2023-11-20T08:48:24+00:00,cr794#CR laded,,,hu4247#HU loaded,,tr4#TR laded,
collect_hu4258,Collect Goods,2023-11-20T08:49:57+00:00,,,,hu4258#HU collected,,,
load_truck_hu4234,Load Truck,2023-11-20T08:49:57+00:00,cr788#CR laded,,,hu4234#HU loaded,,tr2#TR laded,
collect_hu4259,Collect Goods,2023-11-20T08:56:37+00:00,,,,hu4259#HU collected,,,
load_truck_hu4258,Load Truck,2023-11-20T08:56:37+00:00,cr787#CR laded,,,hu4258#HU loaded,,tr5#TR laded,
pick_cr780,Pick Up Empty Container,2023-11-20T08:58:55+00:00,cr780#CR picked,,,,,,
drive_term_cr817,Drive to Terminal,2023-11-20T08:58:55+00:00,cr817#CR moved,,,,,tr3#TR moved,
collect_hu4239,Collect Goods,2023-11-20T09:57:12+00:00,,,,hu4239#HU collected,,,
load_truck_hu4259,Load Truck,2023-11-20T09:57:12+00:00,cr787#CR laded,,,hu4259#HU loaded,,tr5#TR laded,
weigh_cr817,Weigh,2023-11-20T10:00:55+00:00,cr817#CR weighted,,fl1#FL weighing,,,,
stock_cr817,Place in Stock,2023-11-20T10:01:49+00:00,cr817#CR stored,,fl1#FL moved,,,,
reg_co241,Register Customer Order,2023-11-20T10:29:22+00:00,,co241#registered CO,,,,,
collect_hu4264,Collect Goods,2023-11-20T10:58:51+00:00,,,,hu4264#HU collected,,,
load_truck_hu4239,Load Truck,2023-11-20T10:58:51+00:00,cr801#CR laded,,,hu4239#HU loaded,,tr6#TR laded,
collect_hu4261,Collect Goods,2023-11-20T13:04:20+00:00,,,,hu4261#HU collected,,,
load_truck_hu4264,Load Truck,2023-11-20T13:04:20+00:00,cr780#CR laded,,,hu4264#HU loaded,,tr3#TR laded,
collect_hu4249,Collect Goods,2023-11-20T13:07:29+00:00,,,,hu4249#HU collected,,,
load_truck_hu4261,Load Truck,2023-11-20T13:07:29+00:00,cr787#CR laded,,,hu4261#HU loaded,,tr5#TR laded,
collect_hu4263,Collect Goods,2023-11-20T13:09:34+00:00,,,,hu4263#HU collected,,,
load_truck_hu4249,Load Truck,2023-11-20T13:09:34+00:00,cr794#CR laded,,,hu4249#HU loaded,,tr4#TR laded,
collect_hu4237,Collect Goods,2023-11-20T13:13:59+00:00,,,,hu4237#HU collected,,,
load_truck_hu4263,Load Truck,2023-11-20T13:13:59+00:00,cr780#CR laded,,,hu4263#HU loaded,,tr3#TR laded,
collect_hu4262,Collect Goods,2023-11-20T13:18:21+00:00,,,,hu4262#HU collected,,,
load_truck_hu4237,Load Truck,2023-11-20T13:18:21+00:00,cr788#CR laded,,,hu4237#HU loaded,,tr2#TR laded,
collect_hu4268,Collect Goods,2023-11-20T13:21:35+00:00,,,,hu4268#HU collected,,,
load_truck_hu4262,Load Truck,2023-11-20T13:21:35+00:00,cr787#CR laded,,,hu4262#HU loaded,,tr5#TR laded,
collect_hu4238,Collect Goods,2023-11-20T13:23:26+00:00,,,,hu4238#HU collected,,,
load_truck_hu4268,Load Truck,2023-11-20T13:23:26+00:00,cr780#CR laded,,,hu4268#HU loaded,,tr3#TR laded,
collect_hu4267,Collect Goods,2023-11-20T13:26:09+00:00,,,,hu4267#HU collected,,,
load_truck_hu4238,Load Truck,2023-11-20T13:26:09+00:00,cr788#CR laded,,,hu4238#HU loaded,,tr2#TR laded,
collect_hu4266,Collect Goods,2023-11-20T13:27:12+00:00,,,,hu4266#HU collected,,,
load_truck_hu4267,Load Truck,2023-11-20T13:27:12+00:00,cr780#CR laded,,,hu4267#HU loaded,,tr3#TR laded,
collect_hu4255,Collect Goods,2023-11-20T13:31:08+00:00,,,,hu4255#HU collected,,,
load_truck_hu4266,Load Truck,2023-11-20T13:31:08+00:00,cr780#CR laded,,,hu4266#HU loaded,,tr3#TR laded,
collect_hu4252,Collect Goods,2023-11-20T13:32:37+00:00,,,,hu4252#HU collected,,,
load_truck_hu4255,Load Truck,2023-11-20T13:32:37+00:00,cr798#CR laded,,,hu4255#HU loaded,,tr1#TR laded,
collect_hu4265,Collect Goods,2023-11-20T13:34:37+00:00,,,,hu4265#HU collected,,,
load_truck_hu4252,Load Truck,2023-11-20T13:34:57+00:00,cr798#CR laded,,,hu4252#HU loaded,,tr1#TR laded,
load_truck_hu4265,Load Truck,2023-11-20T13:41:47+00:00,cr780#CR laded,,,hu4265#HU loaded,,tr3#TR laded,
pick_cr826,Pick Up Empty Container,2023-11-20T13:47:53+00:00,cr826#CR picked,,,,,,
collect_hu4270,Collect Goods,2023-11-20T13:47:53+00:00,,,,hu4270#HU collected,,,
drive_term_cr801,Drive to Terminal,2023-11-20T13:47:53+00:00,cr801#CR moved,,,,,tr6#TR moved,
pick_cr809,Pick Up Empty Container,2023-11-20T13:47:54+00:00,cr809#CR picked,,,,,,
drive_term_cr798,Drive to Terminal,2023-11-20T13:47:54+00:00,cr798#CR moved,,,,,tr1#TR moved,
collect_hu4278,Collect Goods,2023-11-20T13:49:14+00:00,,,,hu4278#HU collected,,,
weigh_cr801,Weigh,2023-11-20T13:50:43+00:00,cr801#CR weighted,,fl1#FL weighing,,,,
order_crs_td237,Order Empty Containers,2023-11-20T13:51:41+00:00,cr828#CRs ordered/cr829#CRs ordered/cr830#CRs ordered/cr831#CRs ordered,,,,td237#ordered for TD,,
weigh_cr798,Weigh,2023-11-20T13:52:47+00:00,cr798#CR weighted,,fl3#FL weighing,,,,
stock_cr801,Place in Stock,2023-11-20T13:53:42+00:00,cr801#CR stored,,fl1#FL moved,,,,
collect_hu4269,Collect Goods,2023-11-20T13:54:41+00:00,,,,hu4269#HU collected,,,
pick_cr799,Pick Up Empty Container,2023-11-20T13:55:16+00:00,cr799#CR picked,,,,,,
drive_term_cr794,Drive to Terminal,2023-11-20T13:55:16+00:00,cr794#CR moved,,,,,tr4#TR moved,
collect_hu4286,Collect Goods,2023-11-20T13:56:35+00:00,,,,hu4286#HU collected,,,
collect_hu4272,Collect Goods,2023-11-20T13:57:49+00:00,,,,hu4272#HU collected,,,
weigh_cr794,Weigh,2023-11-20T13:57:59+00:00,cr794#CR weighted,,fl1#FL weighing,,,,
stock_cr798,Place in Stock,2023-11-20T13:58:02+00:00,cr798#CR stored,,fl3#FL moved,,,,
pick_cr825,Pick Up Empty Container,2023-11-20T14:32:41+00:00,cr825#CR picked,,,,,,
drive_term_cr787,Drive to Terminal,2023-11-20T14:32:41+00:00,cr787#CR moved,,,,,tr5#TR moved,
weigh_cr787,Weigh,2023-11-20T14:33:57+00:00,cr787#CR weighted,,fl3#FL weighing,,,,
stock_cr787,Place in Stock,2023-11-20T14:38:00+00:00,cr787#CR stored,,fl3#FL moved,,,,
pick_cr770,Pick Up Empty Container,2023-11-20T14:39:56+00:00,cr770#CR picked,,,,,,
drive_term_cr788,Drive to Terminal,2023-11-20T14:39:56+00:00,cr788#CR moved,,,,,tr2#TR moved,
weigh_cr788,Weigh,2023-11-20T14:40:44+00:00,cr788#CR weighted,,fl2#FL weighing,,,,
stock_cr788,Place in Stock,2023-11-20T14:41:26+00:00,cr788#CR stored,,fl2#FL moved,,,,
load_truck_hu4269,Load Truck,2023-11-20T14:58:04+00:00,cr826#CR laded,,,hu4269#HU loaded,,tr6#TR laded,
load_truck_hu4278,Load Truck,2023-11-20T14:58:10+00:00,cr809#CR laded,,,hu4278#HU loaded,,tr1#TR laded,
collect_hu4288,Collect Goods,2023-11-20T14:58:26+00:00,,,,hu4288#HU collected,,,
stock_cr794,Place in Stock,2023-11-20T14:58:38+00:00,cr794#CR stored,,fl1#FL moved,,,,
load_truck_hu4270,Load Truck,2023-11-20T14:58:47+00:00,cr826#CR laded,,,hu4270#HU loaded,,tr6#TR laded,
load_truck_hu4286,Load Truck,2023-11-20T15:12:43+00:00,cr799#CR laded,,,hu4286#HU loaded,,tr4#TR laded,
pick_cr812,Pick Up Empty Container,2023-11-20T15:16:09+00:00,cr812#CR picked,,,,,,
drive_term_cr780,Drive to Terminal,2023-11-20T15:16:09+00:00,cr780#CR moved,,,,,tr3#TR moved,
weigh_cr780,Weigh,2023-11-20T15:19:19+00:00,cr780#CR weighted,,fl3#FL weighing,,,,
stock_cr780,Place in Stock,2023-11-20T15:20:35+00:00,cr780#CR stored,,fl3#FL moved,,,,
load_truck_hu4272,Load Truck,2023-11-20T16:02:07+00:00,cr826#CR laded,,,hu4272#HU loaded,,tr6#TR laded,
collect_hu4302,Collect Goods,2023-11-20T16:04:35+00:00,,,,hu4302#HU collected,,,
load_truck_hu4288,Load Truck,2023-11-20T16:04:35+00:00,cr825#CR laded,,,hu4288#HU loaded,,tr5#TR laded,
collect_hu4276,Collect Goods,2023-11-20T16:10:57+00:00,,,,hu4276#HU collected,,,
load_truck_hu4302,Load Truck,2023-11-20T16:10:57+00:00,cr812#CR laded,,,hu4302#HU loaded,,tr3#TR laded,
collect_hu4295,Collect Goods,2023-11-20T16:13:04+00:00,,,,hu4295#HU collected,,,
load_truck_hu4276,Load Truck,2023-11-20T16:13:04+00:00,cr809#CR laded,,,hu4276#HU loaded,,tr1#TR laded,
collect_hu4281,Collect Goods,2023-11-20T16:17:06+00:00,,,,hu4281#HU collected,,,
load_truck_hu4295,Load Truck,2023-11-20T16:17:06+00:00,cr770#CR laded,,,hu4295#HU loaded,,tr2#TR laded,
reg_co242,Register Customer Order,2023-11-20T16:23:26+00:00,,co242#registered CO,,,,,
collect_hu4298,Collect Goods,2023-11-20T16:23:58+00:00,,,,hu4298#HU collected,,,
load_truck_hu4281,Load Truck,2023-11-20T16:23:58+00:00,cr799#CR laded,,,hu4281#HU loaded,,tr4#TR laded,
collect_hu4303,Collect Goods,2023-11-20T16:39:21+00:00,,,,hu4303#HU collected,,,
load_truck_hu4298,Load Truck,2023-11-20T16:39:21+00:00,cr770#CR laded,,,hu4298#HU loaded,,tr2#TR laded,
collect_hu4284,Collect Goods,2023-11-20T16:47:05+00:00,,,,hu4284#HU collected,,,
load_truck_hu4303,Load Truck,2023-11-20T16:47:05+00:00,cr812#CR laded,,,hu4303#HU loaded,,tr3#TR laded,
collect_hu4297,Collect Goods,2023-11-20T17:50:14+00:00,,,,hu4297#HU collected,,,
load_truck_hu4284,Load Truck,2023-11-20T17:50:14+00:00,cr799#CR laded,,,hu4284#HU loaded,,tr4#TR laded,
collect_hu4291,Collect Goods,2023-11-21T06:52:03+00:00,,,,hu4291#HU collected,,,
load_truck_hu4297,Load Truck,2023-11-21T06:52:03+00:00,cr770#CR laded,,,hu4297#HU loaded,,tr2#TR laded,
collect_hu4304,Collect Goods,2023-11-21T06:55:58+00:00,,,,hu4304#HU collected,,,
load_truck_hu4291,Load Truck,2023-11-21T06:55:58+00:00,cr825#CR laded,,,hu4291#HU loaded,,tr5#TR laded,
collect_hu4292,Collect Goods,2023-11-21T07:58:19+00:00,,,,hu4292#HU collected,,,
load_truck_hu4304,Load Truck,2023-11-21T07:58:19+00:00,cr812#CR laded,,,hu4304#HU loaded,,tr3#TR laded,
collect_hu4290,Collect Goods,2023-11-21T08:58:47+00:00,,,,hu4290#HU collected,,,
load_truck_hu4292,Load Truck,2023-11-21T08:58:47+00:00,cr825#CR laded,,,hu4292#HU loaded,,tr5#TR laded,
create_td239,Create Transport Document,2023-11-21T09:35:22+00:00,,co242#TD created for CO,,,td239#created TD,,
collect_hu4300,Collect Goods,2023-11-21T10:01:41+00:00,,,,hu4300#HU collected,,,
load_truck_hu4290,Load Truck,2023-11-21T10:01:41+00:00,cr825#CR laded,,,hu4290#HU loaded,,tr5#TR laded,
collect_hu4271,Collect Goods,2023-11-21T10:03:53+00:00,,,,hu4271#HU collected,,,
load_truck_hu4300,Load Truck,2023-11-21T10:03:53+00:00,cr812#CR laded,,,hu4300#HU loaded,,tr3#TR laded,
collect_hu4275,Collect Goods,2023-11-21T10:07:34+00:00,,,,hu4275#HU collected,,,
load_truck_hu4271,Load Truck,2023-11-21T10:07:34+00:00,cr826#CR laded,,,hu4271#HU loaded,,tr6#TR laded,
collect_hu4299,Collect Goods,2023-11-21T10:09:55+00:00,,,,hu4299#HU collected,,,
load_truck_hu4275,Load Truck,2023-11-21T10:09:55+00:00,cr809#CR laded,,,hu4275#HU loaded,,tr1#TR laded,
collect_hu4274,Collect Goods,2023-11-21T10:15:46+00:00,,,,hu4274#HU collected,,,
load_truck_hu4299,Load Truck,2023-11-21T10:15:46+00:00,cr812#CR laded,,,hu4299#HU loaded,,tr3#TR laded,
collect_hu4277,Collect Goods,2023-11-21T10:17:09+00:00,,,,hu4277#HU collected,,,
load_truck_hu4274,Load Truck,2023-11-21T10:17:09+00:00,cr826#CR laded,,,hu4274#HU loaded,,tr6#TR laded,
collect_hu4301,Collect Goods,2023-11-21T10:19:56+00:00,,,,hu4301#HU collected,,,
load_truck_hu4277,Load Truck,2023-11-21T10:19:56+00:00,cr809#CR laded,,,hu4277#HU loaded,,tr1#TR laded,
collect_hu4279,Collect Goods,2023-11-21T10:22:22+00:00,,,,hu4279#HU collected,,,
load_truck_hu4301,Load Truck,2023-11-21T10:22:22+00:00,cr812#CR laded,,,hu4301#HU loaded,,tr3#TR laded,
collect_hu4280,Collect Goods,2023-11-21T10:23:24+00:00,,,,hu4280#HU collected,,,
load_truck_hu4279,Load Truck,2023-11-21T10:23:24+00:00,cr809#CR laded,,,hu4279#HU loaded,,tr1#TR laded,
collect_hu4273,Collect Goods,2023-11-21T10:25:46+00:00,,,,hu4273#HU collected,,,
load_truck_hu4280,Load Truck,2023-11-21T10:25:46+00:00,cr809#CR laded,,,hu4280#HU loaded,,tr1#TR laded,
collect_hu4283,Collect Goods,2023-11-21T10:27:41+00:00,,,,hu4283#HU collected,,,
load_truck_hu4273,Load Truck,2023-11-21T10:27:41+00:00,cr826#CR laded,,,hu4273#HU loaded,,tr6#TR laded,
collect_hu4287,Collect Goods,2023-11-21T10:32:43+00:00,,,,hu4287#HU collected,,,
load_truck_hu4283,Load Truck,2023-11-21T10:32:43+00:00,cr799#CR laded,,,hu4283#HU loaded,,tr4#TR laded,
collect_hu4285,Collect Goods,2023-11-21T10:36:45+00:00,,,,hu4285#HU collected,,,
load_truck_hu4287,Load Truck,2023-11-21T10:36:45+00:00,cr825#CR laded,,,hu4287#HU loaded,,tr5#TR laded,
collect_hu4296,Collect Goods,2023-11-21T10:39:54+00:00,,,,hu4296#HU collected,,,
load_truck_hu4285,Load Truck,2023-11-21T10:39:54+00:00,cr799#CR laded,,,hu4285#HU loaded,,tr4#TR laded,
reg_co243,Register Customer Order,2023-11-21T10:41:34+00:00,,co243#registered CO,,,,,
collect_hu4293,Collect Goods,2023-11-21T10:41:39+00:00,,,,hu4293#HU collected,,,
load_truck_hu4296,Load Truck,2023-11-21T10:41:39+00:00,cr770#CR laded,,,hu4296#HU loaded,,tr2#TR laded,
collect_hu4289,Collect Goods,2023-11-21T10:45:32+00:00,,,,hu4289#HU collected,,,
load_truck_hu4293,Load Truck,2023-11-21T10:45:32+00:00,cr770#CR laded,,,hu4293#HU loaded,,tr2#TR laded,
collect_hu4294,Collect Goods,2023-11-21T10:47:16+00:00,,,,hu4294#HU collected,,,
load_truck_hu4289,Load Truck,2023-11-21T10:47:16+00:00,cr825#CR laded,,,hu4289#HU loaded,,tr5#TR laded,
collect_hu4282,Collect Goods,2023-11-21T10:49:11+00:00,,,,hu4282#HU collected,,,
load_truck_hu4294,Load Truck,2023-11-21T10:49:11+00:00,cr770#CR laded,,,hu4294#HU loaded,,tr2#TR laded,
load_truck_hu4282,Load Truck,2023-11-21T10:52:27+00:00,cr799#CR laded,,,hu4282#HU loaded,,tr4#TR laded,
book_vehs_td239,Book Vehicles,2023-11-21T11:21:20+00:00,,,,,td239#VHs booked for TD,,vh57#booked VHs
pick_cr827,Pick Up Empty Container,2023-11-21T12:30:50+00:00,cr827#CR picked,,,,,,
collect_hu4309,Collect Goods,2023-11-21T12:30:50+00:00,,,,hu4309#HU collected,,,
drive_term_cr812,Drive to Terminal,2023-11-21T12:30:50+00:00,cr812#CR moved,,,,,tr3#TR moved,
weigh_cr812,Weigh,2023-11-21T12:33:05+00:00,cr812#CR weighted,,fl2#FL weighing,,,,
pick_cr807,Pick Up Empty Container,2023-11-21T12:35:15+00:00,cr807#CR picked,,,,,,
drive_term_cr809,Drive to Terminal,2023-11-21T12:35:15+00:00,cr809#CR moved,,,,,tr1#TR moved,
collect_hu4306,Collect Goods,2023-11-21T12:36:54+00:00,,,,hu4306#HU collected,,,
stock_cr812,Place in Stock,2023-11-21T12:37:21+00:00,cr812#CR stored,,fl2#FL moved,,,,
collect_hu4313,Collect Goods,2023-11-21T12:38:26+00:00,,,,hu4313#HU collected,,,
weigh_cr809,Weigh,2023-11-21T12:42:20+00:00,cr809#CR weighted,,fl2#FL weighing,,,,
stock_cr809,Place in Stock,2023-11-21T12:43:25+00:00,cr809#CR stored,,fl2#FL moved,,,,
pick_cr804,Pick Up Empty Container,2023-11-21T12:43:58+00:00,cr804#CR picked,,,,,,
drive_term_cr826,Drive to Terminal,2023-11-21T12:43:58+00:00,cr826#CR moved,,,,,tr6#TR moved,
collect_hu4318,Collect Goods,2023-11-21T12:44:10+00:00,,,,hu4318#HU collected,,,
collect_hu4320,Collect Goods,2023-11-21T12:46:10+00:00,,,,hu4320#HU collected,,,
collect_hu4319,Collect Goods,2023-11-21T12:46:55+00:00,,,,hu4319#HU collected,,,
weigh_cr826,Weigh,2023-11-21T12:47:58+00:00,cr826#CR weighted,,fl3#FL weighing,,,,
collect_hu4315,Collect Goods,2023-11-21T12:48:52+00:00,,,,hu4315#HU collected,,,
stock_cr826,Place in Stock,2023-11-21T12:49:54+00:00,cr826#CR stored,,fl3#FL moved,,,,
collect_hu4307,Collect Goods,2023-11-21T12:50:14+00:00,,,,hu4307#HU collected,,,
pick_cr779,Pick Up Empty Container,2023-11-21T12:51:03+00:00,cr779#CR picked,,,,,,
drive_term_cr825,Drive to Terminal,2023-11-21T12:51:03+00:00,cr825#CR moved,,,,,tr5#TR moved,
collect_hu4326,Collect Goods,2023-11-21T12:51:14+00:00,,,,hu4326#HU collected,,,
collect_hu4321,Collect Goods,2023-11-21T12:52:50+00:00,,,,hu4321#HU collected,,,
weigh_cr825,Weigh,2023-11-21T12:53:13+00:00,cr825#CR weighted,,fl1#FL weighing,,,,
load_truck_hu4309,Load Truck,2023-11-21T12:56:04+00:00,cr827#CR laded,,,hu4309#HU loaded,,tr3#TR laded,
stock_cr825,Place in Stock,2023-11-21T12:59:27+00:00,cr825#CR stored,,fl1#FL moved,,,,
pick_cr795,Pick Up Empty Container,2023-11-21T13:04:51+00:00,cr795#CR picked,,,,,,
drive_term_cr799,Drive to Terminal,2023-11-21T13:04:51+00:00,cr799#CR moved,,,,,tr4#TR moved,
weigh_cr799,Weigh,2023-11-21T13:06:09+00:00,cr799#CR weighted,,fl2#FL weighing,,,,
stock_cr799,Place in Stock,2023-11-21T13:07:54+00:00,cr799#CR stored,,fl2#FL moved,,,,
pick_cr830,Pick Up Empty Container,2023-11-21T13:32:18+00:00,cr830#CR picked,,,,,,
drive_term_cr770,Drive to Terminal,2023-11-21T13:32:18+00:00,cr770#CR moved,,,,,tr2#TR moved,
weigh_cr770,Weigh,2023-11-21T13:33:49+00:00,cr770#CR weighted,,fl1#FL weighing,,,,
order_crs_td239,Order Empty Containers,2023-11-21T13:34:07+00:00,cr836#CRs ordered/cr837#CRs ordered,,,,td239#ordered for TD,,
load_truck_hu4315,Load Truck,2023-11-21T13:35:34+00:00,cr807#CR laded,,,hu4315#HU loaded,,tr1#TR laded,
stock_cr770,Place in Stock,2023-11-21T13:35:41+00:00,cr770#CR stored,,fl1#FL moved,,,,
load_truck_hu4313,Load Truck,2023-11-21T13:36:59+00:00,cr807#CR laded,,,hu4313#HU loaded,,tr1#TR laded,
load_truck_hu4318,Load Truck,2023-11-21T13:51:02+00:00,cr804#CR laded,,,hu4318#HU loaded,,tr6#TR laded,
collect_hu4314,Collect Goods,2023-11-21T13:53:39+00:00,,,,hu4314#HU collected,,,
collect_hu4325,Collect Goods,2023-11-21T13:54:12+00:00,,,,hu4325#HU collected,,,
load_truck_hu4314,Load Truck,2023-11-21T13:54:12+00:00,cr807#CR laded,,,hu4314#HU loaded,,tr1#TR laded,
load_truck_hu4320,Load Truck,2023-11-21T13:55:29+00:00,cr804#CR laded,,,hu4320#HU loaded,,tr6#TR laded,
collect_hu4323,Collect Goods,2023-11-21T13:55:52+00:00,,,,hu4323#HU collected,,,
load_truck_hu4306,Load Truck,2023-11-21T13:56:20+00:00,cr827#CR laded,,,hu4306#HU loaded,,tr3#TR laded,
load_truck_hu4307,Load Truck,2023-11-21T13:57:19+00:00,cr827#CR laded,,,hu4307#HU loaded,,tr3#TR laded,
load_truck_hu4319,Load Truck,2023-11-21T13:57:37+00:00,cr804#CR laded,,,hu4319#HU loaded,,tr6#TR laded,
collect_hu4316,Collect Goods,2023-11-21T13:58:45+00:00,,,,hu4316#HU collected,,,
load_truck_hu4321,Load Truck,2023-11-21T13:59:05+00:00,cr804#CR laded,,,hu4321#HU loaded,,tr6#TR laded,
load_truck_hu4326,Load Truck,2023-11-21T14:03:55+00:00,cr779#CR laded,,,hu4326#HU loaded,,tr5#TR laded,
load_truck_hu4325,Load Truck,2023-11-21T14:04:36+00:00,cr779#CR laded,,,hu4325#HU loaded,,tr5#TR laded,
load_truck_hu4323,Load Truck,2023-11-21T14:08:30+00:00,cr779#CR laded,,,hu4323#HU loaded,,tr5#TR laded,
collect_hu4308,Collect Goods,2023-11-21T15:03:16+00:00,,,,hu4308#HU collected,,,
load_truck_hu4316,Load Truck,2023-11-21T15:03:16+00:00,cr804#CR laded,,,hu4316#HU loaded,,tr6#TR laded,
collect_hu4324,Collect Goods,2023-11-21T15:12:30+00:00,,,,hu4324#HU collected,,,
load_truck_hu4308,Load Truck,2023-11-21T15:12:30+00:00,cr827#CR laded,,,hu4308#HU loaded,,tr3#TR laded,
collect_hu4338,Collect Goods,2023-11-21T15:15:17+00:00,,,,hu4338#HU collected,,,
load_truck_hu4324,Load Truck,2023-11-21T15:15:17+00:00,cr779#CR laded,,,hu4324#HU loaded,,tr5#TR laded,
collect_hu4332,Collect Goods,2023-11-21T15:16:09+00:00,,,,hu4332#HU collected,,,
load_truck_hu4338,Load Truck,2023-11-21T15:16:09+00:00,cr830#CR laded,,,hu4338#HU loaded,,tr2#TR laded,
collect_hu4331,Collect Goods,2023-11-21T15:17:27+00:00,,,,hu4331#HU collected,,,
load_truck_hu4332,Load Truck,2023-11-21T15:17:27+00:00,cr795#CR laded,,,hu4332#HU loaded,,tr4#TR laded,
collect_hu4312,Collect Goods,2023-11-21T15:20:55+00:00,,,,hu4312#HU collected,,,
load_truck_hu4331,Load Truck,2023-11-21T15:21:11+00:00,cr795#CR laded,,,hu4331#HU loaded,,tr4#TR laded,
collect_hu4311,Collect Goods,2023-11-21T15:23:02+00:00,,,,hu4311#HU collected,,,
load_truck_hu4312,Load Truck,2023-11-21T15:23:02+00:00,cr807#CR laded,,,hu4312#HU loaded,,tr1#TR laded,
collect_hu4333,Collect Goods,2023-11-21T15:24:42+00:00,,,,hu4333#HU collected,,,
load_truck_hu4311,Load Truck,2023-11-21T15:28:06+00:00,cr807#CR laded,,,hu4311#HU loaded,,tr1#TR laded,
collect_hu4305,Collect Goods,2023-11-21T15:30:45+00:00,,,,hu4305#HU collected,,,
load_truck_hu4333,Load Truck,2023-11-21T15:30:45+00:00,cr795#CR laded,,,hu4333#HU loaded,,tr4#TR laded,
collect_hu4336,Collect Goods,2023-11-21T15:32:40+00:00,,,,hu4336#HU collected,,,
load_truck_hu4305,Load Truck,2023-11-21T15:32:40+00:00,cr827#CR laded,,,hu4305#HU loaded,,tr3#TR laded,
collect_hu4310,Collect Goods,2023-11-21T15:39:58+00:00,,,,hu4310#HU collected,,,
load_truck_hu4336,Load Truck,2023-11-21T15:39:58+00:00,cr830#CR laded,,,hu4336#HU loaded,,tr2#TR laded,
collect_hu4330,Collect Goods,2023-11-21T15:41:05+00:00,,,,hu4330#HU collected,,,
load_truck_hu4310,Load Truck,2023-11-21T15:41:05+00:00,cr807#CR laded,,,hu4310#HU loaded,,tr1#TR laded,
