id,activity,timestamp,ot:CUSTOMER,ot:MAT,ot:MAT_PLA,ot:PLA,ot:PO_ITEM,ot:SO_ITEM,ot:SUPPLIER,Stock Before,Stock After
e1269,Create Purchase Suggestion Item,2023-11-30T00:00:00+00:00,,MAT-97#None,MAT-97_Plant3#None,Plant3#None,,,,0.0,0.0
e358,Create Purchase Order Item,2023-12-01T00:00:00+00:00,,MAT-29#None,MAT-29_Plant2#None,Plant2#None,PO_ITEM--71-2#None,,SUPPLIER--20#None,0.0,0.0
e365,Create Sales Order Item,2023-12-01T00:00:00+00:00,CUSTOMER--1#None,MAT-30#None,MAT-30_Plant2#None,Plant2#None,,SO_ITEM--135-1#None,,0.0,0.0
e631,Create Sales Order Item,2023-12-01T00:00:00+00:00,CUSTOMER--1#None,MAT-49#None,MAT-49_Plant2#None,Plant2#None,,SO_ITEM--135-2#None,,65.0,65.0
e1036,Create Purchase Order Item,2023-12-01T00:00:00+00:00,,MAT-78#None,MAT-78_Plant2#None,Plant2#None,PO_ITEM--71-1#None,,SUPPLIER--20#None,50.0,50.0
e1201,Create Purchase Suggestion Item,2023-12-01T00:00:00+00:00,,MAT-91#None,MAT-91_Plant2#None,Plant2#None,,,,67.0,67.0
e24,Goods Receipt,2023-12-02T00:00:00+00:00,,MAT-3#None,MAT-3_Plant3#None,Plant3#None,PO_ITEM--121-2#None,,SUPPLIER--16#None,0.0,92.0
e66,Create Sales Order Item,2023-12-02T00:00:00+00:00,CUSTOMER--19#None,MAT-7#None,MAT-7_Plant4#None,Plant4#None,,SO_ITEM--143-2#None,,0.0,0.0
e479,Create Sales Order Item,2023-12-02T00:00:00+00:00,CUSTOMER--19#None,MAT-38#None,MAT-38_Plant4#None,Plant4#None,,SO_ITEM--143-3#None,,28.0,28.0
e287,Create Purchase Order Item,2023-12-03T00:00:00+00:00,,MAT-24#None,MAT-24_Plant3#None,Plant3#None,PO_ITEM--97-3#None,,SUPPLIER--19#None,124.0,124.0
e567,Create Sales Order Item,2023-12-03T00:00:00+00:00,CUSTOMER--11#None,MAT-45#None,MAT-45_Plant4#None,Plant4#None,,SO_ITEM--104-3#None,,0.0,0.0
e649,Create Purchase Suggestion Item,2023-12-03T00:00:00+00:00,,MAT-50#None,MAT-50_Plant1#None,Plant1#None,,,,0.0,0.0
e726,Create Sales Order Item,2023-12-03T00:00:00+00:00,CUSTOMER--11#None,MAT-55#None,MAT-55_Plant4#None,Plant4#None,,SO_ITEM--104-1#None,,0.0,0.0
e1000,Create Purchase Order Item,2023-12-03T00:00:00+00:00,,MAT-75#None,MAT-75_Plant5#None,Plant5#None,PO_ITEM--97-1#None,,SUPPLIER--19#None,0.0,0.0
e52,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--20#None,MAT-6#None,MAT-6_Plant4#None,Plant4#None,,SO_ITEM--81-1#None,,0.0,0.0
e165,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--30#None,MAT-14#None,MAT-14_Plant5#None,Plant5#None,,SO_ITEM--192-1#None,,63.0,63.0
e264,Goods Receipt,2023-12-04T00:00:00+00:00,,MAT-22#None,MAT-22_Plant1#None,Plant1#None,PO_ITEM--66-5#None,,SUPPLIER--27#None,0.0,23.0
e650,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--30#None,MAT-50#None,MAT-50_Plant4#None,Plant4#None,,SO_ITEM--192-2#None,,0.0,0.0
e809,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--20#None,MAT-62#None,MAT-62_Plant3#None,Plant3#None,,SO_ITEM--81-2#None,,0.0,0.0
e1001,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--30#None,MAT-75#None,MAT-75_Plant1#None,Plant1#None,,SO_ITEM--192-3#None,,0.0,0.0
e1171,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--20#None,MAT-89#None,MAT-89_Plant5#None,Plant5#None,,SO_ITEM--81-3#None,,40.0,40.0
e1189,Create Sales Order Item,2023-12-04T00:00:00+00:00,CUSTOMER--30#None,MAT-90#None,MAT-90_Plant1#None,Plant1#None,,SO_ITEM--192-4#None,,0.0,0.0
e40,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-5#None,MAT-5_Plant2#None,Plant2#None,PO_ITEM--63-1#None,,SUPPLIER--26#None,0.0,0.0
e186,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-15#None,MAT-15_Plant4#None,Plant4#None,PO_ITEM--63-2#None,,SUPPLIER--26#None,0.0,0.0
e334,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-27#None,MAT-27_Plant4#None,Plant4#None,PO_ITEM--98-1#None,,SUPPLIER--11#None,41.0,41.0
e335,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-27#None,MAT-27_Plant4#None,Plant4#None,PO_ITEM--98-5#None,,SUPPLIER--11#None,41.0,41.0
e359,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-29#None,MAT-29_Plant1#None,Plant1#None,PO_ITEM--98-2#None,,SUPPLIER--11#None,0.0,0.0
e366,Create Sales Order Item,2023-12-05T00:00:00+00:00,CUSTOMER--14#None,MAT-30#None,MAT-30_Plant3#None,Plant3#None,,SO_ITEM--134-2#None,,0.0,0.0
e436,Create Purchase Suggestion Item,2023-12-05T00:00:00+00:00,,MAT-35#None,MAT-35_Plant2#None,Plant2#None,,,,0.0,0.0
e462,Create Sales Order Item,2023-12-05T00:00:00+00:00,CUSTOMER--14#None,MAT-37#None,MAT-37_Plant2#None,Plant2#None,,SO_ITEM--134-1#None,,39.0,39.0
e463,Create Sales Order Item,2023-12-05T00:00:00+00:00,CUSTOMER--14#None,MAT-37#None,MAT-37_Plant3#None,Plant3#None,,SO_ITEM--134-3#None,,39.0,39.0
e799,Goods Issue,2023-12-05T00:00:00+00:00,CUSTOMER--719243#None,MAT-61#None,MAT-61_Plant4#None,Plant4#None,,,,157.0,153.0
e810,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-62#None,MAT-62_Plant4#None,Plant4#None,PO_ITEM--98-4#None,,SUPPLIER--11#None,0.0,0.0
e828,Create Sales Order Item,2023-12-05T00:00:00+00:00,CUSTOMER--14#None,MAT-63#None,MAT-63_Plant1#None,Plant1#None,,SO_ITEM--134-4#None,,0.0,0.0
e971,Create Purchase Order Item,2023-12-05T00:00:00+00:00,,MAT-73#None,MAT-73_Plant4#None,Plant4#None,PO_ITEM--98-3#None,,SUPPLIER--11#None,44.0,44.0
e67,Create Sales Order Item,2023-12-06T00:00:00+00:00,CUSTOMER--16#None,MAT-7#None,MAT-7_Plant2#None,Plant2#None,,SO_ITEM--164-2#None,,0.0,0.0
e243,Create Sales Order Item,2023-12-06T00:00:00+00:00,CUSTOMER--16#None,MAT-20#None,MAT-20_Plant3#None,Plant3#None,,SO_ITEM--164-4#None,,39.0,39.0
e336,Create Purchase Suggestion Item,2023-12-06T00:00:00+00:00,,MAT-27#None,MAT-27_Plant2#None,Plant2#None,,,,0.0,0.0
e613,Create Sales Order Item,2023-12-06T00:00:00+00:00,CUSTOMER--16#None,MAT-48#None,MAT-48_Plant2#None,Plant2#None,,SO_ITEM--164-5#None,,0.0,0.0
e1217,Create Sales Order Item,2023-12-06T00:00:00+00:00,CUSTOMER--16#None,MAT-93#None,MAT-93_Plant2#None,Plant2#None,,SO_ITEM--164-3#None,,0.0,0.0
e1256,Create Sales Order Item,2023-12-06T00:00:00+00:00,CUSTOMER--16#None,MAT-96#None,MAT-96_Plant1#None,Plant1#None,,SO_ITEM--164-1#None,,0.0,0.0
e95,Create Purchase Order Item,2023-12-07T00:00:00+00:00,,MAT-9#None,MAT-9_Plant4#None,Plant4#None,PO_ITEM--148-4#None,,SUPPLIER--30#None,88.0,88.0
e410,Create Purchase Order Item,2023-12-07T00:00:00+00:00,,MAT-33#None,MAT-33_Plant1#None,Plant1#None,PO_ITEM--148-3#None,,SUPPLIER--30#None,0.0,0.0
e1137,Create Purchase Order Item,2023-12-07T00:00:00+00:00,,MAT-86#None,MAT-86_Plant2#None,Plant2#None,PO_ITEM--148-2#None,,SUPPLIER--30#None,0.0,0.0
e1270,Create Purchase Order Item,2023-12-07T00:00:00+00:00,,MAT-97#None,MAT-97_Plant1#None,Plant1#None,PO_ITEM--148-1#None,,SUPPLIER--30#None,0.0,0.0
e41,Create Purchase Order Item,2023-12-09T00:00:00+00:00,,MAT-5#None,MAT-5_Plant2#None,Plant2#None,PO_ITEM--142-2#None,,SUPPLIER--4#None,0.0,0.0
e551,Create Purchase Order Item,2023-12-09T00:00:00+00:00,,MAT-44#None,MAT-44_Plant2#None,Plant2#None,PO_ITEM--142-1#None,,SUPPLIER--4#None,0.0,0.0
e1172,Create Purchase Order Item,2023-12-09T00:00:00+00:00,,MAT-89#None,MAT-89_Plant3#None,Plant3#None,PO_ITEM--142-3#None,,SUPPLIER--4#None,40.0,40.0
e1279,Create Purchase Order Item,2023-12-09T00:00:00+00:00,,MAT-98#None,MAT-98_Plant3#None,Plant3#None,PO_ITEM--142-4#None,,SUPPLIER--4#None,84.0,84.0
e3,Create Purchase Order Item,2023-12-10T00:00:00+00:00,,MAT-1#None,MAT-1_Plant5#None,Plant5#None,PO_ITEM--8-1#None,,SUPPLIER--26#None,0.0,0.0
e1002,Create Purchase Order Item,2023-12-10T00:00:00+00:00,,MAT-75#None,MAT-75_Plant3#None,Plant3#None,PO_ITEM--8-2#None,,SUPPLIER--26#None,0.0,0.0
e1280,Goods Issue,2023-12-10T00:00:00+00:00,CUSTOMER--297944#None,MAT-98#None,MAT-98_Plant3#None,Plant3#None,,,,84.0,0.0
e1106,Create Purchase Order Item,2023-12-12T00:00:00+00:00,,MAT-83#None,MAT-83_Plant2#None,Plant2#None,PO_ITEM--14-1#None,,SUPPLIER--10#None,38.0,38.0
e127,Create Sales Order Item,2023-12-15T00:00:00+00:00,CUSTOMER--48#None,MAT-11#None,MAT-11_Plant4#None,Plant4#None,,SO_ITEM--50-2#None,,46.0,46.0
e480,Goods Receipt,2023-12-15T00:00:00+00:00,,MAT-38#None,MAT-38_Plant1#None,Plant1#None,PO_ITEM--145-1#None,,SUPPLIER--9#None,28.0,127.0
e829,Create Sales Order Item,2023-12-15T00:00:00+00:00,CUSTOMER--48#None,MAT-63#None,MAT-63_Plant4#None,Plant4#None,,SO_ITEM--50-3#None,,0.0,0.0
e982,Create Sales Order Item,2023-12-15T00:00:00+00:00,CUSTOMER--48#None,MAT-74#None,MAT-74_Plant2#None,Plant2#None,,SO_ITEM--50-1#None,,83.0,83.0
e34,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-4#None,MAT-4_Plant3#None,Plant3#None,,SO_ITEM--28-3#None,,0.0,0.0
e128,Goods Issue,2023-12-16T00:00:00+00:00,CUSTOMER--183437#None,MAT-11#None,MAT-11_Plant5#None,Plant5#None,,,,79.0,0.0
e212,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-18#None,MAT-18_Plant4#None,Plant4#None,,SO_ITEM--28-4#None,,71.0,71.0
e230,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-19#None,MAT-19_Plant2#None,Plant2#None,,SO_ITEM--127-1#None,,0.0,0.0
e764,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-58#None,MAT-58_Plant2#None,Plant2#None,,SO_ITEM--28-1#None,,58.0,58.0
e811,Goods Receipt,2023-12-16T00:00:00+00:00,,MAT-62#None,MAT-62_Plant3#None,Plant3#None,PO_ITEM--78-3#None,,SUPPLIER--22#None,0.0,61.0
e983,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-74#None,MAT-74_Plant4#None,Plant4#None,,SO_ITEM--28-2#None,,83.0,83.0
e1107,Create Purchase Suggestion Item,2023-12-16T00:00:00+00:00,,MAT-83#None,MAT-83_Plant4#None,Plant4#None,,,,38.0,38.0
e1190,Create Sales Order Item,2023-12-16T00:00:00+00:00,CUSTOMER--44#None,MAT-90#None,MAT-90_Plant3#None,Plant3#None,,SO_ITEM--127-2#None,,0.0,0.0
e710,Create Purchase Order Item,2023-12-17T00:00:00+00:00,,MAT-54#None,MAT-54_Plant3#None,Plant3#None,PO_ITEM--10-1#None,,SUPPLIER--20#None,0.0,0.0
e843,Goods Issue,2023-12-17T00:00:00+00:00,CUSTOMER--366706#None,MAT-64#None,MAT-64_Plant5#None,Plant5#None,,,,100.0,71.0
e594,Goods Issue,2023-12-18T00:00:00+00:00,CUSTOMER--386270#None,MAT-47#None,MAT-47_Plant5#None,Plant5#None,,,,89.0,20.0
e1037,Goods Issue,2023-12-18T00:00:00+00:00,CUSTOMER--715682#None,MAT-78#None,MAT-78_Plant4#None,Plant4#None,,,,50.0,0.0
e53,Goods Receipt,2023-12-19T00:00:00+00:00,,MAT-6#None,MAT-6_Plant5#None,Plant5#None,PO_ITEM--37-4#None,,SUPPLIER--4#None,0.0,62.0
e166,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-14#None,MAT-14_Plant5#None,Plant5#None,PO_ITEM--117-2#None,,SUPPLIER--20#None,63.0,63.0
e187,Goods Receipt,2023-12-19T00:00:00+00:00,,MAT-15#None,MAT-15_Plant1#None,Plant1#None,PO_ITEM--126-5#None,,SUPPLIER--3#None,0.0,4.0
e411,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-33#None,MAT-33_Plant2#None,Plant2#None,PO_ITEM--108-4#None,,SUPPLIER--29#None,0.0,0.0
e421,Create Sales Order Item,2023-12-19T00:00:00+00:00,CUSTOMER--45#None,MAT-34#None,MAT-34_Plant3#None,Plant3#None,,SO_ITEM--56-2#None,,69.0,69.0
e552,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-44#None,MAT-44_Plant1#None,Plant1#None,PO_ITEM--117-3#None,,SUPPLIER--20#None,0.0,0.0
e727,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-55#None,MAT-55_Plant2#None,Plant2#None,PO_ITEM--108-3#None,,SUPPLIER--29#None,0.0,0.0
e765,Goods Issue,2023-12-19T00:00:00+00:00,CUSTOMER--213312#None,MAT-58#None,MAT-58_Plant5#None,Plant5#None,,,,58.0,0.0
e844,Goods Receipt,2023-12-19T00:00:00+00:00,,MAT-64#None,MAT-64_Plant4#None,Plant4#None,PO_ITEM--26-5#None,,SUPPLIER--16#None,71.0,161.0
e903,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-68#None,MAT-68_Plant1#None,Plant1#None,PO_ITEM--108-5#None,,SUPPLIER--29#None,0.0,0.0
e928,Create Sales Order Item,2023-12-19T00:00:00+00:00,CUSTOMER--45#None,MAT-70#None,MAT-70_Plant1#None,Plant1#None,,SO_ITEM--56-3#None,,0.0,0.0
e984,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-74#None,MAT-74_Plant5#None,Plant5#None,PO_ITEM--108-2#None,,SUPPLIER--29#None,130.0,130.0
e1218,Create Sales Order Item,2023-12-19T00:00:00+00:00,CUSTOMER--45#None,MAT-93#None,MAT-93_Plant5#None,Plant5#None,,SO_ITEM--56-1#None,,0.0,0.0
e1257,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-96#None,MAT-96_Plant1#None,Plant1#None,PO_ITEM--108-1#None,,SUPPLIER--29#None,0.0,0.0
e1281,Create Purchase Order Item,2023-12-19T00:00:00+00:00,,MAT-98#None,MAT-98_Plant3#None,Plant3#None,PO_ITEM--117-1#None,,SUPPLIER--20#None,0.0,0.0
e1048,Goods Receipt,2023-12-21T00:00:00+00:00,,MAT-79#None,MAT-79_Plant1#None,Plant1#None,PO_ITEM--15-2#None,,SUPPLIER--25#None,140.0,145.0
e244,Create Purchase Order Item,2023-12-22T00:00:00+00:00,,MAT-20#None,MAT-20_Plant4#None,Plant4#None,PO_ITEM--47-4#None,,SUPPLIER--27#None,0.0,0.0
e493,Create Purchase Order Item,2023-12-22T00:00:00+00:00,,MAT-39#None,MAT-39_Plant3#None,Plant3#None,PO_ITEM--47-3#None,,SUPPLIER--27#None,0.0,0.0
e614,Create Purchase Suggestion Item,2023-12-22T00:00:00+00:00,,MAT-48#None,MAT-48_Plant2#None,Plant2#None,,,,0.0,0.0
e691,Create Purchase Order Item,2023-12-22T00:00:00+00:00,,MAT-53#None,MAT-53_Plant3#None,Plant3#None,PO_ITEM--47-2#None,,SUPPLIER--27#None,44.0,44.0
e812,Create Purchase Suggestion Item,2023-12-22T00:00:00+00:00,,MAT-62#None,MAT-62_Plant1#None,Plant1#None,,,,61.0,61.0
e813,Create Purchase Order Item,2023-12-22T00:00:00+00:00,,MAT-62#None,MAT-62_Plant5#None,Plant5#None,PO_ITEM--47-5#None,,SUPPLIER--27#None,61.0,61.0
e1003,Create Purchase Order Item,2023-12-22T00:00:00+00:00,,MAT-75#None,MAT-75_Plant2#None,Plant2#None,PO_ITEM--47-1#None,,SUPPLIER--27#None,0.0,0.0
e167,Goods Issue,2023-12-24T00:00:00+00:00,CUSTOMER--347771#None,MAT-14#None,MAT-14_Plant5#None,Plant5#None,,,,63.0,0.0
e231,Create Purchase Suggestion Item,2023-12-24T00:00:00+00:00,,MAT-19#None,MAT-19_Plant2#None,Plant2#None,,,,0.0,0.0
e814,Create Purchase Suggestion Item,2023-12-24T00:00:00+00:00,,MAT-62#None,MAT-62_Plant3#None,Plant3#None,,,,61.0,61.0
e815,Goods Receipt,2023-12-24T00:00:00+00:00,,MAT-62#None,MAT-62_Plant1#None,Plant1#None,PO_ITEM--19-1#None,,SUPPLIER--12#None,61.0,110.0
e915,Create Purchase Suggestion Item,2023-12-24T00:00:00+00:00,,MAT-69#None,MAT-69_Plant2#None,Plant2#None,,,,0.0,0.0
e199,Create Purchase Order Item,2023-12-25T00:00:00+00:00,,MAT-16#None,MAT-16_Plant5#None,Plant5#None,PO_ITEM--122-1#None,,SUPPLIER--20#None,0.0,0.0
e553,Create Purchase Order Item,2023-12-25T00:00:00+00:00,,MAT-44#None,MAT-44_Plant1#None,Plant1#None,PO_ITEM--122-2#None,,SUPPLIER--20#None,0.0,0.0
e1271,Create Purchase Order Item,2023-12-25T00:00:00+00:00,,MAT-97#None,MAT-97_Plant3#None,Plant3#None,PO_ITEM--122-3#None,,SUPPLIER--20#None,0.0,0.0
e213,Create Sales Order Item,2023-12-26T00:00:00+00:00,CUSTOMER--31#None,MAT-18#None,MAT-18_Plant4#None,Plant4#None,,SO_ITEM--123-3#None,,71.0,71.0
e595,Create Sales Order Item,2023-12-26T00:00:00+00:00,CUSTOMER--31#None,MAT-47#None,MAT-47_Plant3#None,Plant3#None,,SO_ITEM--123-4#None,,20.0,20.0
e929,Create Sales Order Item,2023-12-26T00:00:00+00:00,CUSTOMER--31#None,MAT-70#None,MAT-70_Plant5#None,Plant5#None,,SO_ITEM--123-2#None,,0.0,0.0
e1028,Goods Issue,2023-12-26T00:00:00+00:00,CUSTOMER--388296#None,MAT-77#None,MAT-77_Plant5#None,Plant5#None,,,,5.0,0.0
e1272,Create Sales Order Item,2023-12-26T00:00:00+00:00,CUSTOMER--31#None,MAT-97#None,MAT-97_Plant1#None,Plant1#None,,SO_ITEM--123-5#None,,0.0,0.0
e204,Create Sales Order Item,2023-12-27T00:00:00+00:00,CUSTOMER--42#None,MAT-17#None,MAT-17_Plant4#None,Plant4#None,,SO_ITEM--155-3#None,,0.0,0.0
e265,Create Sales Order Item,2023-12-27T00:00:00+00:00,CUSTOMER--42#None,MAT-22#None,MAT-22_Plant1#None,Plant1#None,,SO_ITEM--155-2#None,,23.0,23.0
e728,Goods Receipt,2023-12-27T00:00:00+00:00,,MAT-55#None,MAT-55_Plant2#None,Plant2#None,PO_ITEM--100-1#None,,SUPPLIER--15#None,0.0,96.0
e1087,Create Sales Order Item,2023-12-27T00:00:00+00:00,CUSTOMER--42#None,MAT-82#None,MAT-82_Plant1#None,Plant1#None,,SO_ITEM--155-1#None,,0.0,0.0
e151,Create Purchase Order Item,2023-12-28T00:00:00+00:00,,MAT-13#None,MAT-13_Plant2#None,Plant2#None,PO_ITEM--76-1#None,,SUPPLIER--13#None,0.0,0.0
e1125,Create Purchase Order Item,2023-12-28T00:00:00+00:00,,MAT-85#None,MAT-85_Plant4#None,Plant4#None,PO_ITEM--76-2#None,,SUPPLIER--13#None,2.0,2.0
e266,Create Purchase Suggestion Item,2023-12-29T00:00:00+00:00,,MAT-22#None,MAT-22_Plant2#None,Plant2#None,,,,23.0,23.0
e437,Create Purchase Suggestion Item,2023-12-29T00:00:00+00:00,,MAT-35#None,MAT-35_Plant4#None,Plant4#None,,,,0.0,0.0
e845,Create Purchase Suggestion Item,2023-12-30T00:00:00+00:00,,MAT-64#None,MAT-64_Plant1#None,Plant1#None,,,,161.0,161.0
e4,Create Purchase Order Item,2023-12-31T00:00:00+00:00,,MAT-1#None,MAT-1_Plant4#None,Plant4#None,PO_ITEM--96-1#None,,SUPPLIER--17#None,0.0,0.0
e96,Create Sales Order Item,2023-12-31T00:00:00+00:00,CUSTOMER--49#None,MAT-9#None,MAT-9_Plant5#None,Plant5#None,,SO_ITEM--101-3#None,,88.0,88.0
e464,Create Sales Order Item,2023-12-31T00:00:00+00:00,CUSTOMER--49#None,MAT-37#None,MAT-37_Plant2#None,Plant2#None,,SO_ITEM--101-1#None,,39.0,39.0
e711,Create Purchase Suggestion Item,2023-12-31T00:00:00+00:00,,MAT-54#None,MAT-54_Plant1#None,Plant1#None,,,,0.0,0.0
e786,Goods Issue,2023-12-31T00:00:00+00:00,CUSTOMER--464618#None,MAT-60#None,MAT-60_Plant1#None,Plant1#None,,,,119.0,96.0
e830,Create Purchase Order Item,2023-12-31T00:00:00+00:00,,MAT-63#None,MAT-63_Plant4#None,Plant4#None,PO_ITEM--96-2#None,,SUPPLIER--17#None,0.0,0.0
e930,Goods Receipt,2023-12-31T00:00:00+00:00,,MAT-70#None,MAT-70_Plant4#None,Plant4#None,PO_ITEM--30-4#None,,SUPPLIER--1#None,0.0,26.0
e931,Create Sales Order Item,2023-12-31T00:00:00+00:00,CUSTOMER--49#None,MAT-70#None,MAT-70_Plant2#None,Plant2#None,,SO_ITEM--101-2#None,,26.0,26.0
e1108,Create Purchase Order Item,2023-12-31T00:00:00+00:00,,MAT-83#None,MAT-83_Plant4#None,Plant4#None,PO_ITEM--96-3#None,,SUPPLIER--17#None,38.0,38.0
e80,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-8#None,MAT-8_Plant3#None,Plant3#None,PO_ITEM--17-5#None,,SUPPLIER--12#None,0.0,0.0
e108,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-10#None,MAT-10_Plant1#None,Plant1#None,PO_ITEM--17-1#None,,SUPPLIER--12#None,0.0,0.0
e168,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-14#None,MAT-14_Plant4#None,Plant4#None,PO_ITEM--67-1#None,,SUPPLIER--26#None,129.0,129.0
e568,Create Sales Order Item,2024-01-02T00:00:00+00:00,CUSTOMER--38#None,MAT-45#None,MAT-45_Plant1#None,Plant1#None,,SO_ITEM--33-1#None,,0.0,0.0
e677,Create Sales Order Item,2024-01-02T00:00:00+00:00,CUSTOMER--38#None,MAT-52#None,MAT-52_Plant4#None,Plant4#None,,SO_ITEM--33-2#None,,0.0,0.0
e846,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-64#None,MAT-64_Plant3#None,Plant3#None,PO_ITEM--17-3#None,,SUPPLIER--12#None,161.0,161.0
e1004,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-75#None,MAT-75_Plant5#None,Plant5#None,PO_ITEM--17-2#None,,SUPPLIER--12#None,0.0,0.0
e1151,Create Purchase Suggestion Item,2024-01-02T00:00:00+00:00,,MAT-87#None,MAT-87_Plant5#None,Plant5#None,,,,0.0,0.0
e1282,Create Purchase Order Item,2024-01-02T00:00:00+00:00,,MAT-98#None,MAT-98_Plant3#None,Plant3#None,PO_ITEM--17-4#None,,SUPPLIER--12#None,0.0,0.0
e596,Create Purchase Suggestion Item,2024-01-03T00:00:00+00:00,,MAT-47#None,MAT-47_Plant2#None,Plant2#None,,,,20.0,20.0
e129,Create Sales Order Item,2024-01-04T00:00:00+00:00,CUSTOMER--33#None,MAT-11#None,MAT-11_Plant1#None,Plant1#None,,SO_ITEM--24-1#None,,0.0,0.0
e346,Create Sales Order Item,2024-01-04T00:00:00+00:00,CUSTOMER--33#None,MAT-28#None,MAT-28_Plant4#None,Plant4#None,,SO_ITEM--24-2#None,,55.0,55.0
e884,Create Sales Order Item,2024-01-04T00:00:00+00:00,CUSTOMER--33#None,MAT-67#None,MAT-67_Plant1#None,Plant1#None,,SO_ITEM--24-4#None,,20.0,20.0
e1208,Create Sales Order Item,2024-01-04T00:00:00+00:00,CUSTOMER--33#None,MAT-92#None,MAT-92_Plant2#None,Plant2#None,,SO_ITEM--24-3#None,,0.0,0.0
e1231,Create Sales Order Item,2024-01-04T00:00:00+00:00,CUSTOMER--33#None,MAT-94#None,MAT-94_Plant5#None,Plant5#None,,SO_ITEM--24-5#None,,0.0,0.0
e42,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--12#None,MAT-5#None,MAT-5_Plant2#None,Plant2#None,,SO_ITEM--54-1#None,,0.0,0.0
e267,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--12#None,MAT-22#None,MAT-22_Plant3#None,Plant3#None,,SO_ITEM--54-5#None,,23.0,23.0
e275,Create Purchase Suggestion Item,2024-01-05T00:00:00+00:00,,MAT-23#None,MAT-23_Plant4#None,Plant4#None,,,,0.0,0.0
e288,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--6#None,MAT-24#None,MAT-24_Plant5#None,Plant5#None,,SO_ITEM--197-3#None,,184.0,184.0
e438,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--6#None,MAT-35#None,MAT-35_Plant4#None,Plant4#None,,SO_ITEM--197-4#None,,0.0,0.0
e554,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--12#None,MAT-44#None,MAT-44_Plant3#None,Plant3#None,,SO_ITEM--54-2#None,,0.0,0.0
e615,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--12#None,MAT-48#None,MAT-48_Plant5#None,Plant5#None,,SO_ITEM--54-4#None,,0.0,0.0
e692,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--6#None,MAT-53#None,MAT-53_Plant3#None,Plant3#None,,SO_ITEM--197-2#None,,44.0,44.0
e1038,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--12#None,MAT-78#None,MAT-78_Plant2#None,Plant2#None,,SO_ITEM--54-3#None,,0.0,0.0
e1191,Create Purchase Suggestion Item,2024-01-05T00:00:00+00:00,,MAT-90#None,MAT-90_Plant1#None,Plant1#None,,,,0.0,0.0
e1219,Create Sales Order Item,2024-01-05T00:00:00+00:00,CUSTOMER--6#None,MAT-93#None,MAT-93_Plant4#None,Plant4#None,,SO_ITEM--197-1#None,,12.0,12.0
e130,Goods Receipt,2024-01-07T00:00:00+00:00,,MAT-11#None,MAT-11_Plant3#None,Plant3#None,PO_ITEM--100-5#None,,SUPPLIER--15#None,0.0,82.0
e169,Create Sales Order Item,2024-01-07T00:00:00+00:00,CUSTOMER--13#None,MAT-14#None,MAT-14_Plant4#None,Plant4#None,,SO_ITEM--173-5#None,,129.0,129.0
e347,Goods Issue,2024-01-07T00:00:00+00:00,CUSTOMER--522666#None,MAT-28#None,MAT-28_Plant1#None,Plant1#None,,,,55.0,0.0
